start,end,text
0,2560," Pres med delen og træk bagud."
2560,4080," Lad dem spænde lidt."
4080,5080," Hold den."
5080,6080," Hold den."
6080,8080," Hold den derinde, når du er kommet ind."
8080,10080," Så glider du frem igen."
10080,12080," Pres halen ned."
12080,14080," Det er lidt gydtigt."
14080,16080," Pres halen ned."
16080,19080," Pres og tag langt tilbage, så det spænder lidt i benet."
19080,21080," Hold den."
21080,22080," Hold den der."
22080,24080," Så går du frem igen."
24080,25080," Sådan."
25080,29080," Husk at presse halen, så du kan mærke, at du trækker folen ind under dig."
29080,31080," Så bruger du nemlig også musklerne."
31080,34080," Så er der meget at tage i det."
34080,35080," Ja."
35080,37080," Og så pause lidt."
37080,38080," Hold den."
